i,x1[i],T1[i],P1[i],v1[i],rho1[i],alfa1[i],T3[i],P3[i],v3[i],rho3[i],alfa3[i],T2[i],T4[i]
248,0.124,983.59444058232,16099950.3870402,6.56854511197569,26.6528484491792,4484.40650658719,376.591494324007,14999654.7345426,6.64467172261426,9.58090631025353,2914.79728275793,767.4949643814,555.011834429952
249,0.1245,983.537953156702,16099950.1782797,6.56816796828825,26.654378853638,4484.3924886192,377.532237213658,14999653.4536224,6.66127098732276,9.55703158720234,2916.49337817443,767.762493774182,555.90736899764
250,0.125,983.481539518561,16099949.9694514,6.56779131737905,26.6559074338782,4484.37848613811,378.472282357418,14999652.1728557,6.67785794359805,9.53329312699588,2918.18105350265,767.990948507867,556.153091033838
251,0.1255,983.42520975043,16099949.7605437,6.5674152265851,26.6574339159178,4484.36449915482,379.410216695865,14999650.8938305,6.69440765835792,9.50972520433179,2919.86035862877,768.257987074798,557.045170646192
252,0.126,983.368953721175,16099949.5515683,6.56703962824483,26.6589585736786,4484.35052766584,380.347451277836,14999649.6149625,6.71094502919257,9.48629097091824,2921.5313499672,768.486387117861,557.291359067057
253,0.1265,983.312781397666,16099949.3425135,6.56666458892283,26.6604811362541,4484.33657168165,381.282580775782,14999648.337831,6.72744525943905,9.46302419145458,2923.19407663577,768.752928034037,558.17998588111
254,0.127,983.256682761446,16099949.133391,6.56629004171005,26.6620018745763,4484.32263119843,382.217008526188,14999647.0608604,6.74393311061273,9.43988859209992,2924.84859422105,768.981261906534,558.426626764346
255,0.1275,983.200667664977,16099948.9241894,6.56591605240696,26.663520520782,4484.30870622623,383.14933691177,14999645.7856214,6.76038392208876,9.41691743700384,2926.49495108714,769.247298495503,559.311803104629
256,0.128,983.144726201278,16099948.71492,6.56554255484903,26.6650373428446,4484.29479676097,384.080961578021,14999644.510547,6.77682231968455,9.39407501534163,2928.13320200777,769.475554910336,559.558882641475
257,0.1285,983.088868109638,16099948.5055716,6.56516961408091,26.6665520759122,4484.28090281223,385.010492596052,14999643.2371992,6.79322377842747,9.37139409994454,2929.76339460751,769.741080641138,560.4406109964
258,0.129,983.033083593367,16099948.2961555,6.56479716467464,26.6680649850301,4484.26702437566,385.93931794201,14999641.9640196,6.80961278881879,9.34883953185847,2931.38558286187,769.969248500794,560.68811549048
259,0.1295,982.977382279809,16099948.0866605,6.56442527092724,26.669575808326,4484.25316146043,386.866055353267,14999640.6925618,6.82596496114775,9.32644360161698,2932.99981366978,770.234256985066,561.566398508787
260,0.13,982.921754481385,16099947.8770979,6.56405386813946,26.6710848079477,4484.23931406187,387.792085158545,14999639.4212758,6.84230465098614,9.30417169127113,2934.60614022282,770.462325378418,561.814314374995
261,0.1305,982.866209714709,16099947.6674565,6.5636830198688,26.6725917249709,4484.22548218875,388.7160327391,14999638.1517066,6.8586076034903,9.2820556178722,2936.20460870779,770.726810367568,562.689154862268
262,0.131,982.81073840015,16099947.4577475,6.56331266213695,26.6740968186763,4484.21166583613,389.639270798413,14999636.8823129,6.87489803969387,9.26006129388253,2937.79527154628,770.954768566742,562.937468625682
263,0.1315,982.755349944791,16099947.2479598,6.56294285776989,26.6755998330564,4484.19786501235,390.560432339001,14999635.614631,6.8911518392212,9.23822007148703,2939.37817422619,771.218723949184,563.808869540932
264,0.132,982.700034875797,16099947.0381046,6.56257354350256,26.6771010245543,4484.1840797122,391.480882461547,14999634.3471282,6.90739308896375,9.2164983832285,2940.95336841272,771.446561406494,564.057567835751
265,0.1325,982.644802491911,16099946.8281709,6.56220478143739,26.6786001400489,4484.1703099436,392.399261766967,14999633.0813324,6.92359780261058,9.19492712484743,2942.52089890778,771.709981204946,564.925532288057
266,0.133,982.589643425948,16099946.6181696,6.5618365090149,26.6800974331754,4484.15655570109,393.316927775848,14999631.8157193,6.93978993331135,9.17347323889119,2944.08081663349,771.937687549884,565.174601856569
267,0.1335,982.534566869492,16099946.40809,6.56146878762187,26.6815926536682,4484.14281699216,394.232528664413,14999630.5518081,6.95594562841252,9.15216717288904,2945.63316571831,772.200565918731,566.03913310179
268,0.134,982.479563559877,16099946.1979429,6.56110155539683,26.6830860523841,4484.1290938111,395.147414396089,14999629.2880833,6.9720887077266,9.13097636956435,2947.17799635431,772.428130955024,566.288560793361
269,0.1345,982.424642582691,16099945.9877175,6.56073487301868,26.6845773818829,4484.11538616501,396.060240699094,14999628.0260556,6.98819545184618,9.10993083628472,2948.71535200879,772.690462177737,567.149662230903
270,0.135,982.369794778668,16099945.7774247,6.56036867931651,26.6860668902718,4484.10169404789,396.972350002871,14999626.7642177,7.00428954765546,9.08899850636066,2950.24528215642,772.917875880457,567.399435000997
271,0.1355,982.315029128558,16099945.5670539,6.56000303426904,26.6875543329062,4484.08801746646,397.882405564103,14999625.504072,7.02034740857804,9.06820895486891,2951.76782961539,773.17965436707,568.257110170638
272,0.136,982.260336575381,16099945.3566156,6.5596378773885,26.6890399551725,4484.07435641446,398.791742301655,14999624.2441197,7.03639258898276,9.04753059635089,2953.28304315537,773.406906879806,568.507215079856
273,0.1365,982.205725996191,16099945.1460995,6.55927326796107,26.690523515192,4484.06071089822,399.699030976929,14999622.9858547,7.0524016347053,9.02699258128941,2954.79096495711,773.668127164449,569.361467658635
274,0.137,982.151188435199,16099944.9355159,6.55890914617477,26.6920052556587,4484.04708091122,400.605599021845,14999621.7277867,7.06839796801604,9.00656379632608,2956.29164309745,773.895208796532,569.611891871777
275,0.1375,982.096732666897,16099944.7248547,6.55854557063082,26.6934849374304,4484.03346645941,401.51012467857,14999620.4714011,7.08435826674027,8.98627297487751,2957.78511913113,774.15586553502,570.462725670937
276,0.138,982.042349835592,16099944.5141261,6.55818248218576,26.6949628005374,4484.01986753601,402.413927915931,14999619.2152159,7.10030582147051,8.96608946677361,2959.27144045403,774.382766758802,570.713456456087
277,0.1385,981.988048614337,16099944.3033199,6.55781993876332,26.6964386085446,4484.00628414661,403.315694432709,14999617.9607083,7.11621744159569,8.94604159572772,2960.75064800603,774.642854726277,571.560875418074
278,0.139,981.93382024646,16099944.0924464,6.55745788188137,26.6979125988464,4483.99271628417,404.216736758691,14999616.7064046,7.13211628645487,8.92609916605864,2962.22278851363,774.869566174464,571.811900145703
279,0.1395,981.879673304681,16099943.8814955,6.55709636879354,26.6993845376863,4483.97916395389,405.115748024932,14999615.4537736,7.14797929657112,8.90629009897898,2963.68790231281,775.129080263086,572.65590834122
280,0.14,981.825599130284,16099943.6704774,6.55673534167192,26.7008546598502,4483.9656271485,406.014033346438,14999614.20135,7.16382950045805,8.88658464480312,2965.14603547201,775.355592726125,572.907214483315
281,0.1405,981.771606196754,16099943.459382,6.5563748571074,26.7023227342318,4483.95210587283,406.910293262006,14999612.9505943,7.17964396934009,8.86701032928928,2966.59722773396,775.614527942817,573.747816108429
282,0.141,981.717685942272,16099943.2482195,6.5560148579192,26.7037889930362,4483.93860011936,407.805825496319,14999611.7000495,7.19544560133685,8.84753784045428,2968.04152452016,775.840832366326,573.999391237634
283,0.1415,981.663846742177,16099943.0369799,6.55565540004273,26.705253207779,4483.92510989257,408.699337971201,14999610.4511676,7.21121159793815,8.82819431549624,2969.47896499048,776.099183830567,574.836590610937
284,0.142,981.610080130501,16099942.8256731,6.55529642693735,26.7067156081114,4483.9116351847,409.59212104566,14999609.2025001,7.2269647273044,8.80895087203553,2970.90959393033,776.325271312823,575.08842239972
285,0.1425,981.556394385513,16099942.6142894,6.55493799389019,26.7081759681429,4483.89817599986,410.482889999656,14999607.9554908,7.24268232075168,8.78983426545636,2972.33344992694,776.583034254485,575.922223959537
286,0.143,981.502781136059,16099942.4028386,6.55458004499384,26.7096345149981,4483.88473233005,411.372927851354,14999606.7086992,7.25838701691932,8.77081603507251,2973.75057714021,776.808896043953,576.174300179368
287,0.1435,981.449248564404,16099942.1913111,6.55422263489424,26.7110910253524,4483.87130417902,412.260957213788,14999605.4635609,7.27405627650751,8.75192256105614,2975.16101359468,777.066065801193,577.004708481021
288,0.144,981.395788393183,16099941.9797166,6.55386570831036,26.7125457238304,4483.85789153856,413.148253789294,14999604.2186438,7.28971260907574,8.73312579668758,2976.56480283515,777.291693294106,577.257017001569
289,0.1445,981.34240870971,16099941.7680455,6.55350931925403,26.7139983896464,4483.84449441206,414.033547498746,14999602.9753753,7.30533360426321,8.71445175338831,2977.96198233319,777.548265311292,578.084036714687
290,0.145,981.289101329393,16099941.5563074,6.55315341306379,26.7154492449513,4483.83111279109,414.918106753838,14999601.7323313,7.32094164299389,8.6958727908564,2979.35259502868,777.773650049274,578.336565503038
291,0.1455,981.23587424564,16099941.344493,6.55279804312431,26.7168980714707,4483.81774667867,415.800668757894,14999600.4909311,7.33651444339804,8.67741455808705,2980.73667784971,778.029619874966,579.160201408913
292,0.146,981.182719365627,16099941.1326116,6.55244315538701,26.7183450889082,4483.80439606615,416.682494657319,14999599.2497588,7.35207425821139,8.65904981382027,2982.11427314118,778.2547535427,579.412938528796
293,0.1465,981.129644589889,16099940.9206541,6.55208880261631,26.7197900814741,4483.79106095622,417.56232891234,14999598.0102255,7.3675989336046,8.64080385081595,2983.48541729706,778.510116827666,580.233195517794
294,0.147,981.076641916372,16099940.7086297,6.55173493136983,26.7212332664504,4483.77774134001,418.441425429589,14999596.7709234,7.38311059457524,8.62264981964836,2984.85015207696,778.734991250603,580.486129128828
295,0.1475,981.023719153765,16099940.4965293,6.55138159379859,26.7226744305053,4483.76443721986,419.318535900494,14999595.5332556,7.39858721488101,8.60461266290309,2986.20851334981,778.989743745881,581.303012197834
296,0.148,980.970868389794,16099940.2843621,6.55102873705984,26.7241137885251,4483.75114858668,420.194907017589,14999594.2958223,7.41405079223425,8.58666591594436,2987.56054229951,779.214350888,581.556130554786
297,0.1485,980.918097342315,16099940.072119,6.55067641269794,26.7255511296094,4483.7378754425,421.069297677659,14999593.0600185,7.42947942752374,8.56883417711767,2988.90627427886,779.468488442998,582.369644804706
298,0.149,980.865398187862,16099939.8598093,6.55032456846325,26.7269866662741,4483.72461777798,421.94294738496,14999591.8244527,7.44489499163214,8.55109135969176,2990.24574990535,779.692820404594,582.622936256768
299,0.1495,980.812778554456,16099939.6474239,6.54997325530017,26.7284201900244,4483.71137559483,422.81462221565,14999590.5905115,7.4602757121209,8.53346172358279,2991.57900402435,779.946338965233,583.433086890069
300,0.15,980.760230706475,16099939.4349718,6.54962242154572,26.7298519110309,4483.69814888352,423.685554511678,14999589.3568116,7.47564333350113,8.51591955323298,2992.90607669612,780.170387980758,583.686539880138
301,0.1505,980.707762183095,16099939.2224443,6.54927211755096,26.7312816231784,4483.68493764541,424.554517502452,14999588.1247316,7.4909762095461,8.49848877581945,2994.22700226711,780.423283587651,584.493332198432
302,0.151,980.655365335582,16099939.0098502,6.54892229223319,26.7327095343172,4483.67174187076,425.422736393721,14999586.8928962,7.506295958856,8.48114404037707,2995.54182024927,780.647042023582,584.746935262416
303,0.1515,980.603047615253,16099938.7971808,6.54857299535668,26.7341354406861,4483.65856156062,426.288991541889,14999585.662676,7.52158106095275,8.46390894691682,2996.8505644985,780.899310810252,585.550374664088
304,0.152,980.550801459308,16099938.5844449,6.54822417641268,26.7355595478397,4483.64539670504,427.154501042754,14999584.4327036,7.53685300898865,8.44675850263142,2998.15327398721,781.122771163012,585.804116430214
305,0.1525,980.498634232177,16099938.3716339,6.54787588458517,26.7369816543455,4483.63224730476,428.018052353333,14999583.2043418,7.55209040776884,8.42971598582413,2999.44998208889,781.374409354144,586.604208408093
306,0.153,980.446538456063,16099938.1587565,6.54752806993306,26.7384019634871,4483.61911334962,428.880856485849,14999581.9762309,7.56731462546306,8.41275675555283,3000.74072724502,781.597564248046,586.85807759623
307,0.1535,980.394521409469,16099937.9458042,6.5471807810665,26.7398202761352,4483.60599484003,429.741707971429,14999580.7497259,7.58250439169211,8.39590377375981,3002.02554235467,781.848568157782,587.654827735297
308,0.154,980.342575698668,16099937.7327855,6.54683396860587,26.7412367933268,4483.59289176565,430.601810765225,14999579.5234752,7.59768095011071,8.37913274521359,3003.3044653368,782.071410343017,587.908813156291
309,0.1545,980.290708517191,16099937.5196921,6.54648768059381,26.7426513182111,4483.57980412658,431.459966445849,14999578.2988256,7.61282315468564,8.36246632073341,3004.57752862386,782.321776373275,588.702227131431
310,0.155,980.238912554464,16099937.3065325,6.54614186820604,26.7440640496022,4483.56673191227,432.317371938004,14999577.0744335,7.62795212502632,8.34588054477839,3005.84476962055,782.544298723938,588.956317686453
311,0.1555,980.187194919985,16099937.0932983,6.54579657892399,26.7454747929034,4483.55367512252,433.172835841054,14999575.851638,7.64304683897384,8.3293977621764,3007.1062203004,782.794023362777,589.746401260241
312,0.156,980.135548385424,16099936.879998,6.54545176447266,26.7468837447295,4483.54063374658,434.027548075996,14999574.629103,7.65812829256403,8.31299435118804,3008.36191756188,783.016218874921,590.000585940139
313,0.1565,980.08397997718,16099936.6666232,6.54510747177848,26.7482907127136,4483.52760778396,434.880324236097,14999573.4081599,7.67317558703871,8.29669235567787,3009.61189292709,783.265298694928,590.787344960675
314,0.157,980.032482548265,16099936.4531825,6.54476365310972,26.7496958912948,4483.51459722372,435.732347265498,14999572.1874807,7.68820959533387,8.28046848194616,3010.85618279624,783.487160484658,591.041612845342
315,0.1575,979.981063042904,16099936.2396675,6.54442035484399,26.7510990903118,4483.50160206505,436.582439724421,14999570.9683886,7.70320954161654,8.26434447782118,3012.09481824731,783.735592141375,591.82505324411
316,0.158,979.929714394561,16099936.0260866,6.54407752978685,26.7525005020512,4483.48862229683,437.431777607113,14999569.7495635,7.71819617619852,8.2482973720051,3013.32783519002,783.957113442973,592.079393501859
317,0.1585,979.878443466194,16099935.8124317,6.54373522377318,26.7538999385335,4483.47565791797,438.279190413696,14999568.5323211,7.73314884569483,8.23234862111826,3014.55526426545,784.204893673355,592.859521291635
318,0.159,979.82724327084,16099935.5987109,6.54339339013998,26.7552975899161,4483.46270891714,439.125847215586,14999567.3153487,7.74808817827047,8.21647557074767,3015.77714090041,784.426067837435,593.113923178581
319,0.1595,979.776120591097,16099935.3849163,6.54305207418544,26.7566932703772,4483.44977529297,439.970584425654,14999566.0999543,7.7629936425095,8.20069939103781,3016.99349530612,784.673193458335,593.890744451371
320,0.16,979.725068518698,16099935.171056,6.54271122977212,26.7580871679679,4483.43685703396,440.814564219652,14999564.8848331,7.77788574490934,8.18499773906105,3018.20436243397,784.894013950037,594.145197310828
321,0.1605,979.674093756778,16099934.957122,6.54237090166751,26.7594790990011,4483.42395413843,441.656629895957,14999563.6712853,7.79274407554246,8.16939150312421,3019.40977207222,785.140481856721,594.918718235843
322,0.161,979.623189474899,16099934.7431223,6.54203104425398,26.7608692494441,4483.41106659471,442.497936761907,14999562.4580138,7.80758901971954,8.15385864649993,3020.60975870415,785.360942253929,595.173211497722
323,0.1615,979.572362297619,16099934.5290492,6.54169170177423,26.762257437721,4483.39819440084,443.337334974058,14999561.2463111,7.8224002885193,8.13841978020389,3021.80435170182,785.606749418626,595.94343831939
324,0.162,979.521605471477,16099934.3149106,6.5413528291247,26.7636438477377,4483.38533754495,444.175972998683,14999560.0348878,7.83719814654813,8.12305316853548,3022.99358508759,785.826843410221,596.197961499611
325,0.1625,979.470925543325,16099934.1006987,6.54101447002915,26.7650283000069,4483.37249602482,445.012707823098,14999558.8250287,7.8519624254073,8.10777914967618,3024.17748782395,786.071986880695,596.96490053562
326,0.163,979.420315835834,16099933.8864214,6.54067657989248,26.7664109763951,4483.35966982841,445.848681099942,14999557.6154522,7.8667132694829,8.09257628388721,3025.35609347936,786.291708264832,597.219443235528
327,0.1635,979.369782819018,16099933.672071,6.54033920192527,26.7677916994809,4483.3468589532,446.682756619796,14999556.4074352,7.88143063041364,8.0774646408855,3026.52943061327,786.53618516299,597.983100874907
328,0.164,979.319319890841,16099933.4576553,6.54000229203527,26.7691706491134,4483.33406338699,447.51606924918,14999555.1997037,7.8961345328507,8.06242307193499,3027.69753234713,786.755527845412,598.237652780695
329,0.1645,979.268933445338,16099933.2431667,6.53966589292562,26.7705476499143,4483.32128312699,448.347489554363,14999553.9935273,7.91080504798378,8.04747138257231,3028.86042684369,786.999335365926,598.998035481924
330,0.165,979.218616954935,16099933.0286128,6.53932996100137,26.7719228797374,4483.30851816082,449.178145643339,14999552.7876395,7.92546208121595,8.03258871020816,3030.01814678421,787.218293358303,599.252586364069
331,0.1655,979.168376738537,16099932.8139863,6.53899453846392,26.7732961652252,4483.29576848542,450.006914830418,14999551.5833022,7.94008582280006,8.0177946003999,3031.17071994097,787.461428767273,600.009700653224
332,0.166,979.118206342211,16099932.5992947,6.53865958221013,26.7746676822575,4483.28303408825,450.834918492736,14999550.3792566,7.95469605937922,8.00306847194942,3032.31817856167,787.679996185565,600.264240365921
333,0.1665,979.068112010573,16099932.3845306,6.53832513394524,26.7760372594758,4483.27031496597,451.661040664921,14999549.1767568,7.96927309978043,7.98842961455444,3033.46055003425,787.922456819198,601.018092834851
334,0.167,979.018087362519,16099932.1697015,6.53799115105251,26.777405070807,4483.25761110589,452.486396020992,14999547.9745517,7.98383661237617,7.97385772375055,3034.5978661794,788.140627882053,601.272611315461
335,0.1675,978.968138569204,16099931.9548001,6.53765767474657,26.77877094687,4483.2449225044,453.309875288108,14999546.773888,7.99836702407737,7.95937183741598,3035.7301540067,788.382411145374,602.023208619993
336,0.168,978.918259321551,16099931.7398338,6.53732466289172,26.7801350596597,4483.23224914864,454.132586464976,14999545.5735219,8.01288388547643,7.94495192325788,3036.8574449162,788.600180172542,602.277695888494
337,0.1685,978.868455718079,16099931.5247954,6.53699215621747,26.7814972417508,4483.21959103475,454.953426943439,14999544.3746928,8.02736774107693,7.93061677129761,3037.97976554505,788.841283538125,603.025044746675
338,0.169,978.818721520938,16099931.3096923,6.53666011306384,26.7828576632274,4483.2069481497,455.773498074757,14999543.1761642,8.04183802418281,7.91634661694485,3039.09714687894,789.05864494891,603.279490905118
339,0.1695,978.769062756825,16099931.0945172,6.53632857368066,26.7842161585982,4483.19432048938,456.591703887548,14999541.979168,8.0562753963979,7.90216000625084,3040.20961518833,789.299065955634,604.02359809548
340,0.17,978.719473258332,16099930.8792775,6.53599749687839,26.7855728960574,4483.18170804059,457.409139113556,14999540.7824753,8.07069917423044,7.88803743794953,3041.31720105076,789.516014267365,604.277993327453
341,0.1705,978.669958981141,16099930.6639661,6.53566692243258,26.7869277120266,4483.16911079897,458.224714390208,14999539.5873106,8.08509013589113,7.87399721793471,3042.41993037566,789.755750519194,605.018865687316
342,0.171,978.620513827502,16099930.4485902,6.53533680961893,26.7882807728303,4483.15652875118,459.039517857714,14999538.3924523,8.09946748158619,7.86002010397486,3043.51783333844,789.972280345721,605.273200257411
343,0.1715,978.571143682877,16099930.2331427,6.53500719774401,26.7896319167823,4483.14396189259,459.852466734291,14999537.1991174,8.11381210563887,7.84612416554665,3044.61093549306,790.211329510511,606.010844681206
344,0.172,978.52184251841,16099930.0176309,6.53467804654361,26.7909813083576,4483.13141020971,460.664642596656,14999536.0060919,8.12814309244806,7.83229041524959,3045.69926661877,790.427435560725,606.265108934494
345,0.1725,978.472616150128,16099929.8020477,6.53434939486061,26.7923287877415,4483.11887369768,461.474969215746,14999534.8145854,8.14244145195435,7.81853668981285,3046.7828519195,790.665795369045,606.999532372121
346,0.173,978.423458617302,16099929.5864003,6.53402120288578,26.7936745175795,4483.10635234282,462.284521632867,14999533.6233911,8.15672615324475,7.80484425254774,3047.86172078416,790.881472445426,607.253716733633
347,0.1735,978.374375667309,16099929.3706817,6.5336935090035,26.7950183399077,4483.09384614005,463.092230143567,14999532.4337114,8.17097832138125,7.79123071103638,3048.93589807203,791.119140689408,607.984926188846
348,0.174,978.325361406792,16099929.154899,6.5333662738545,26.7963604155624,4483.08135507555,463.899163281872,14999531.2443468,8.18521681063528,7.77767757526476,3050.0054127874,791.334383686593,608.239021163052
349,0.1745,978.276421515247,16099928.9390454,6.5330395353698,26.7977005884099,4483.06887914398,464.704257839779,14999530.0564923,8.19942286069343,7.76420222720093,3051.07028945011,791.571358218802,608.967023691869
350,0.175,978.22755016594,16099928.7231277,6.5327132546351,26.7990390174968,4483.05641833138,465.508575872213,14999528.8689558,8.21361521150864,7.7507864195485,3052.13055668551,791.786162122175,609.22101986217
351,0.1755,978.17875297125,16099928.5071394,6.53238746913318,26.8003755485,4483.04397263216,466.311060639422,14999527.6829249,8.22777521689461,7.73744731212843,3053.18623867915,792.022440854498,609.945822571313
352,0.176,978.130024170332,16099928.2910871,6.53206214038974,26.8017103386955,4483.03154203224,467.11276774544,14999526.4972149,8.24192150298354,7.72416689648315,3054.23736368294,792.236800738807,610.199710599531
353,0.1765,978.081369309201,16099928.0749644,6.53173730544437,26.8030432355507,4483.01912652577,467.912646890532,14999525.3130061,8.25603553721814,7.71096211368888,3055.2839555532,792.472381641364,610.921320644892
354,0.177,978.032782692165,16099927.8587778,6.5314129262579,26.8043743945905,4483.00672609853,468.711747256094,14999524.1291209,8.27013583240826,7.69781519032436,3056.32604217382,792.686292669354,611.175091270772
355,0.1775,977.984269799626,16099927.642521,6.53108903943172,26.8057036650534,4482.99434074447,469.509024954138,14999522.9467326,8.28420396912683,7.68474285206044,3057.36364707689,792.921173769428,611.893515855905
356,0.178,977.935825000319,16099927.4262005,6.53076560735695,26.807031200732,4482.98197044918,470.305522771704,14999521.7646707,8.29825834736039,7.67172755678407,3058.39679778362,793.134631190502,612.147159896609
357,0.1785,977.887453709774,16099927.2098099,6.53044266620169,26.8083568526161,4482.96961520639,471.100203204248,14999520.5841013,8.3122806603128,7.65878581803835,3059.42551750668,793.368810571491,612.862406271245
358,0.179,977.839150360437,16099926.9933558,6.53012017878259,26.8096807727853,4482.95727500158,471.894102672771,14999519.4038611,8.32628919564678,7.64590032136314,3060.4498334099,793.581809720387,613.115914620865
359,0.1795,977.790920303695,16099926.7768318,6.52979818083938,26.8110028139614,4482.94494982824,472.686190027847,14999518.225109,8.34026575869734,7.63308737139108,3061.4697683913,793.815285520771,613.827990079458
360,0.18,977.742758034997,16099926.5602444,6.52947663560945,26.8123231265294,4482.9326396717,473.477495352773,14999517.0466888,8.35422852530339,7.62032987773053,3062.48534926244,794.027821816262,614.081353708518
361,0.1805,977.694668842313,16099926.3435873,6.52915557840899,26.8136415649243,4482.92034452524,474.266993824887,14999515.8697524,8.36815941243087,7.60764393926202,3063.49659861145,794.260592228593,614.790265588812
362,0.181,977.646647283392,16099926.126867,6.52883497289148,26.8149582778549,4482.90806437404,475.055709218151,14999514.6931506,8.38207648459527,7.59501268614731,3064.50354290267,794.472661172206,615.043475543784
363,0.1815,977.5986985835,16099925.9100772,6.52851485395435,26.8162731214503,4482.89579921117,475.842623008288,14999513.5180284,8.39596176989281,7.58245201461546,3065.50620441891,794.704724442114,615.749231225404
364,0.182,977.550817361995,16099925.6932243,6.52819518566252,26.8175862427615,4482.88354902169,476.628752688312,14999512.3432434,8.40983322201641,7.56994527193418,3066.5046092823,794.916321616872,616.002278628224
365,0.1825,977.503008782148,16099925.4763021,6.52787600249939,26.8188974995931,4482.87131379842,477.413086003932,14999511.1699336,8.42367297969157,7.55750815472529,3067.49877947485,795.147676042086,616.704885531295
366,0.183,977.455267524237,16099925.259317,6.52755726893674,26.8202070373565,4482.85909352631,478.19663419562,14999509.9969637,8.43749888628976,7.54512422398106,3068.48874078136,795.358797111267,616.95776157888
367,0.1835,977.407598690241,16099925.0422628,6.52723901904861,26.8215147155133,4482.84688819796,478.978391250659,14999508.8254648,8.45129319066447,7.53280897970512,3069.47451488752,795.589441040661,617.657227162662
368,0.184,977.359997020676,16099924.8251457,6.52692121770911,26.8228206778529,4482.83469779819,479.759362185398,14999507.6543085,8.46507362636714,7.52054619329746,3070.45612724559,795.800081746573,617.909923126438
369,0.1845,977.312467556923,16099924.6079598,6.52660389858756,26.8241247854757,4482.82252231939,480.538547200266,14999506.4846187,8.47882255187768,7.50835117107856,3071.43359924929,796.030013579222,618.606254887992
370,0.185,977.265005099064,16099924.3907111,6.52628702695589,26.8254271805671,4482.81036174625,481.316945115921,14999505.3152743,8.49255759142915,7.49620789160229,3072.40695602309,796.240169742004,618.858762113414
371,0.1855,977.217614628568,16099924.1733939,6.52597063608328,26.826727725848,4482.79821607094,482.0935623175,14999504.1473921,8.50626121262615,7.48413147038823,3073.37621867303,796.46938792626,619.551967586289
372,0.186,977.170291004419,16099923.956014,6.52565469163503,26.8280265619173,4482.78608527804,482.869391458415,14999502.9798578,8.51995093088517,7.47210608995186,3074.34141200042,796.679055442696,619.804277492372
373,0.1865,977.12303914885,16099923.7385658,6.52533922648475,26.8293235530985,4482.77396935952,483.643445080058,14999501.8137816,8.53360932243354,7.46014667784247,3075.30255682787,796.907558475278,620.494364245309
374,0.187,977.075853979088,16099923.5210551,6.5250242066867,26.8306188384216,4482.7618682998,484.416709697048,14999500.6480559,8.54725379437319,7.44823761740501,3076.25967763809,797.11673331763,620.746468324159
375,0.1875,977.028740358804,16099923.3034762,6.52470966472336,26.8319122837947,4482.74978209067,485.188203978577,14999499.4837839,8.56086703105215,7.43639365099845,3077.21279497435,797.344519742736,621.433443959827
376,0.188,976.981693262816,16099923.085835,6.52439556703365,26.833204026696,4482.73771071644,485.958908328928,14999498.3198651,8.57446633175979,7.42459935972393,3078.16193300532,797.553197957595,621.685333776177
377,0.1885,976.934717496896,16099922.8681258,6.52408194571335,26.834493934601,4482.72565416867,486.727847516631,14999497.1573957,8.58803448846273,7.4128693034806,3079.107111999,797.780266366019,622.36920592992
378,0.189,976.88780809281,16099922.6503544,6.5237687675817,26.8357821434529,4482.71361243156,487.495995864094,14999495.9952821,8.60158869313994,7.40118825810989,3080.04835581438,797.988444073175,622.620873120662
379,0.1895,976.840969799087,16099922.4325153,6.5234560643522,26.8370685222772,4482.70158549649,488.262384210722,14999494.8346137,8.61511184487444,7.38957060373323,3080.98568444823,798.21479310145,623.301649459275
380,0.19,976.794197703803,16099922.2146142,6.52314380322014,26.8383532054991,4482.68957334752,489.027980825507,14999493.6743036,8.62862102883688,7.37800130797257,3081.91912145422,798.422466492775,623.553085733007
381,0.1905,976.747496498896,16099921.9966455,6.52283201552107,26.8396360636768,4482.67757597582,489.791822590269,14999492.5154344,8.64209925072458,7.3664945738063,3082.84868656182,798.648094822325,624.230773953527
382,0.191,976.700861328118,16099921.7786149,6.52252066882215,26.840917229734,4482.66559336536,490.55487174904,14999491.3569261,8.65556348940193,7.355035557732,3083.77440302363,798.855260160676,624.481971090091
383,0.1915,976.654296827459,16099921.5605169,6.52220979408526,26.8421965757449,4482.65362550711,491.316171197596,14999490.1998545,8.66899685667845,7.34363828817333,3084.69629030567,799.080166516983,625.156578918616
384,0.192,976.607798195725,16099921.3423573,6.52189935924523,26.8434742331482,4482.64167238492,492.076677183464,14999489.0431463,8.68241622561428,7.33228810765221,3085.61437136372,799.286820135122,625.407528768638
385,0.1925,976.561370013595,16099921.1241305,6.52158939489454,26.8447500755168,4482.62973398956,492.835438587922,14999487.8878707,8.69580481362909,7.32099887258043,3086.52866540414,799.511003286909,626.07906395916
386,0.193,976.515007534309,16099920.9058421,6.52127986933158,26.8460242328212,4482.61781030478,493.593405690437,14999486.7329609,8.70917938848066,7.30975610870545,3087.43919509001,799.717141586434,626.329758443605
387,0.1935,976.468715283863,16099920.6874868,6.52097081278362,26.8472965801164,4482.60590132116,494.349633329341,14999485.5794794,8.72252327269698,7.29857350292561,3088.34597937177,799.940600344863,626.998228776863
388,0.194,976.422488569324,16099920.4690701,6.52066219390852,26.8485672459206,4482.59400702232,495.105065844481,14999484.4263663,8.73585312923513,7.28743676146625,3089.24904062386,800.14621979516,627.24865988658
