i,x1[i],Tcc,Calor cambra,Calor extreta pel fluid,Calor intercanviada amb l'aire exterior,T3[i],P3[i],v3[i],rho3[i],alfa3[i],T2[i],T4[i]
47,0.05875,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,224.522172833686,14999989.1675542,1.77913647952258,16.1985127672132,1064.19193422593,638.768903067874,225.796220578657
48,0.06,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,225.029963105567,14999988.9332541,1.78316028901481,16.1619598393388,1064.48020743398,639.007641511266,226.259333063332
49,0.06125,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,225.53734655114,14999988.6987584,1.787180874923,16.1256005939538,1064.76792546543,639.246932791683,226.724220850799
50,0.0625,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,226.044328128778,14999988.4640663,1.79119827653792,16.0894331775844,1065.05509127138,639.486738610565,227.190775927705
51,0.06375,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,226.550912569183,14999988.2291768,1.79521253134625,16.0534557747039,1065.34170768243,639.727023316327,227.658895911641
52,0.065,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,227.057104387808,14999987.994089,1.79922367512901,16.0176666061794,1065.62777741536,639.967753722324,228.128483760287
53,0.06625,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,227.562907896582,14999987.7588022,1.80323174205448,15.9820639278046,1065.91330308058,640.20889893726,228.599447495567
54,0.0675,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,228.068327214974,14999987.5233155,1.80723676476587,15.9466460289141,1066.19828718778,640.450430207185,229.071699942021
55,0.06875,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,228.573366280437,14999987.2876282,1.81123877446407,15.9114112310723,1066.48273215261,640.692320768299,229.545158478672
56,0.07,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,229.078028858268,14999987.0517395,1.81523780098577,15.8763578868349,1066.76664030197,640.934545709825,230.019744803685
57,0.07125,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,229.58231855091,14999986.8156489,1.81923387287721,15.8414843785763,1067.05001387943,641.177081846267,230.495384711158
58,0.0725,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,230.08623880674,14999986.5793556,1.82322701746378,15.8067891173809,1067.33285505018,641.419907598404,230.972007879425
59,0.07375,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,230.589792928361,14999986.3428591,1.82721726091575,15.7722705419922,1067.61516590604,641.663002882447,231.449547670269
60,0.075,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,231.092984080436,14999986.1061587,1.83120462831032,15.7379271178193,1067.89694846964,641.906349006776,231.927940938494
61,0.07625,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,231.595815297077,14999985.869254,1.83518914369021,15.7037573359938,1068.17820469845,642.149928575764,232.407127851302
62,0.0775,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,232.09828948883,14999985.6321445,1.83917083011897,15.669759712477,1068.45893648929,642.393725400187,232.887051717
63,0.07875,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,232.600409449268,14999985.3948295,1.84314970973327,15.6359327872134,1068.73914568155,642.637724413784,233.367658822522
64,0.08,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,233.102177861216,14999985.1573087,1.84712580379216,15.6022751233267,1069.01883406096,642.881911595538,233.848898279338
65,0.08125,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,233.603597302633,14999984.9195815,1.85109913272375,15.5687853063579,1069.29800336251,643.126273897292,234.330721877308
66,0.0825,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,234.104670252165,14999984.6816477,1.85506971616917,15.5354619435408,1069.57665527418,643.370799176344,234.81308394607
67,0.08375,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,234.605399094393,14999984.4435067,1.85903757302418,15.502303663115,1069.85479143916,643.615476132657,235.295941223579
68,0.085,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,235.105786124788,14999984.2051581,1.86300272147841,15.4693091136718,1070.13241345928,643.860294250399,235.779252731421
69,0.08625,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,235.60583355439,14999983.9666017,1.86696517905246,15.4364769635328,1070.40952289685,644.105243743496,236.262979656566
70,0.0875,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,236.105543514238,14999983.727837,1.87092496263297,15.4038059001594,1070.68612127775,644.350315504928,236.747085239216
71,0.0887500000000001,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,236.604918059541,14999983.4888637,1.87488208850571,15.3712946295894,1070.96221009344,644.595501059525,237.231534666437
72,0.0900000000000001,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,237.10395917363,14999983.2496815,1.87883657238691,15.3389418759017,1071.23779080293,644.840792519998,237.716294971286
73,0.0912500000000001,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,237.602668771692,14999983.0102901,1.88278842945275,15.3067463807061,1071.51286483518,645.086182546015,238.201334937136
74,0.0925000000000001,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,238.101048704288,14999982.7706891,1.88673767436738,15.2747069026564,1071.78743359092,645.331664306086,238.686625006944
75,0.0937500000000001,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,238.599100760693,14999982.5308784,1.89068432130926,15.2428222169867,1072.06149844394,645.577231442079,239.1721371972
76,0.0950000000000001,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,239.096826672041,14999982.2908576,1.89462838399615,15.2110911150689,1072.3350607436,645.82287803619,239.657845016319
77,0.0962500000000001,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,239.5942281143,14999982.0506264,1.89856987570868,15.1795124039898,1072.60812181583,646.068598580184,240.143723387244
78,0.0975000000000001,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,240.091306711089,14999981.8101847,1.90250880931265,15.1480849061473,1072.8806829647,646.314387946765,240.629748574049
79,0.0987500000000001,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,240.588064036334,14999981.5695322,1.90644519728009,15.1168074588651,1073.15274547412,646.56024136293,241.115898112331
80,0.1,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,241.084501616785,14999981.3286687,1.91037905170919,15.0856789140233,1073.42431060879,646.80615438515,241.602150743201
81,0.10125,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,241.580620934391,14999981.087594,1.91431038434315,15.0546981377055,1073.69537961558,647.052122876287,242.088486350677
82,0.1025,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,242.076423428547,14999980.8463078,1.91823920658796,15.023864009861,1073.9659537248,647.298142984093,242.57488590232
83,0.10375,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,242.57191049822,14999980.6048099,1.92216552952925,14.9931754239809,1074.23603415118,647.544211121206,243.061331392937
84,0.105,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,243.067083503957,14999980.3631003,1.92608936394821,14.962631286788,1074.50562209485,647.790323946533,243.547805791191
85,0.10625,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,243.561943769788,14999980.1211786,1.93001072033666,14.9322305179394,1074.77471874233,648.036478347919,244.034292988972
86,0.1075,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,244.056492585017,14999979.8790447,1.93392960891126,14.9019720497405,1075.04332526788,648.282671426026,244.520777753389
87,0.10875,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,244.55073120593,14999979.6366985,1.93784603962701,14.8718548268717,1075.31144283322,648.528900479321,245.007245681243
88,0.11,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,245.044660857396,14999979.3941398,1.94176002218998,14.8418778061245,1075.5790725897,648.775162990118,245.493683155854
89,0.11125,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,245.538282734391,14999979.1513685,1.94567156606935,14.8120399561485,1075.84621567822,649.021456611582,245.980077306126
90,0.1125,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,246.031598003434,14999978.9083843,1.94958068050881,14.7823402572085,1076.1128732298,649.267779155644,246.466415967726
91,0.11375,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,246.524607803953,14999978.6651871,1.95348737453737,14.7527777009494,1076.37904636713,649.514128581752,246.952687646276
92,0.115,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,247.017313249567,14999978.4217769,1.95739165697955,14.7233512901717,1076.6447362042,649.76050298641,247.438881482449
93,0.11625,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,247.509715429311,14999978.1781535,1.96129353646503,14.6940600386133,1076.90994384729,650.006900593442,247.924987218874
94,0.1175,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,248.001815408783,14999977.9343167,1.96519302143779,14.6649029707403,1077.17467039578,650.253319744941,248.410995168755
95,0.11875,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,248.493614231241,14999977.6902665,1.9690901201648,14.6358791215454,1077.43891694218,650.499758892844,248.896896186117
96,0.12,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,248.985112918633,14999977.4460026,1.97298484074412,14.6069875363522,1077.70268457282,650.746216591102,249.382681637592
97,0.12125,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,249.476312472575,14999977.2015251,1.97687719111276,14.5782272706274,1077.96597436846,650.992691488393,249.868343375669
98,0.1225,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,249.967213875279,14999976.9568338,1.98076717905392,14.5495973897984,1078.22878740437,651.23918232135,250.353873713332
99,0.12375,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,250.457818090426,14999976.7119286,1.98465481220399,14.5210969690779,1078.49112475105,651.485687908254,250.839265400011
100,0.125,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,250.948126064002,14999976.4668093,1.98854009805912,14.4927250932933,1078.75298747426,651.732207143184,251.324511598787
101,0.12625,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,251.438138725076,14999976.221476,1.99242304398142,14.4644808567221,1079.01437663566,651.978738990566,251.80960586477
102,0.1275,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,251.92785698655,14999975.9759284,1.99630365720489,14.4363633629327,1079.27529329301,652.225282480107,252.294542124611
103,0.12875,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,252.417281745864,14999975.7301666,2.000181944841,14.4083717246294,1079.53573850038,652.471836702093,252.779314657065
104,0.13,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,252.906413885659,14999975.4841904,2.00405791388397,14.3805050635028,1079.79571330859,652.718400803004,253.26391807458
105,0.13125,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,253.395254274417,14999975.2379997,2.00793157121579,14.3527625100846,1080.05521876535,652.964973981457,253.748347305826
106,0.1325,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,253.883803767053,14999974.9915944,2.01180292361098,14.3251432036064,1080.31425591564,653.211555484415,254.232597579145
107,0.13375,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,254.372063205488,14999974.7449746,2.01567197774107,14.2976462918628,1080.57282580147,653.45814460368,254.716664406851
108,0.135,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,254.860033419186,14999974.49814,2.01953874017888,14.2702709310783,1080.83092946307,653.704740672625,255.200543570359
109,0.13625,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,255.347715225663,14999974.2510906,2.02340321740258,14.2430162857783,1081.08856793792,653.95134306316,255.684231106073
110,0.1375,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,255.835109430974,14999974.0038264,2.02726541579948,14.215881528663,1081.34574226169,654.197951182917,256.167723292023
111,0.13875,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,256.322216830168,14999973.7563473,2.03112534166971,14.1888658404852,1081.60245346821,654.444564472624,256.651016635187
112,0.14,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,256.809038207724,14999973.5086532,2.03498300122962,14.1619684099314,1081.85870258954,654.691182403682,257.134107859479
113,0.14125,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,257.295574337965,14999973.260744,2.03883840061511,14.1351884335054,1082.11449065618,654.937804475897,257.616993894358
114,0.1425,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,257.781825985447,14999973.0126197,2.04269154588465,14.1085251154159,1082.36981869722,655.184430215386,258.09967186404
115,0.14375,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,258.267793905332,14999972.7642802,2.0465424430223,14.0819776674659,1082.62468774065,655.43105917263,258.58213907726
116,0.145,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,258.75347884374,14999972.5157255,2.05039109794046,14.0555453089458,1082.87909881273,655.677690920661,259.064393017577
117,0.14625,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,259.238881538081,14999972.2669554,2.0542375164825,14.0292272665281,1083.13305293923,655.924325053384,259.546431334183
118,0.1475,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,259.724002717374,14999972.01797,2.05808170442532,14.0030227741656,1083.38655114455,656.170961184021,260.02825183319
119,0.14875,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,260.208843102549,14999971.7687692,2.0619236674817,13.9769310729913,1083.63959445227,656.417598943658,260.509852469369
120,0.15,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,260.69340340673,14999971.519353,2.06576341130259,13.9509514112213,1083.89218388525,656.664237979906,260.991231338331
121,0.15125,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,261.177684335511,14999971.2697212,2.06960094147925,13.925083044059,1084.1443204654,656.910877955657,261.472386669102
122,0.1525,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,261.661686587208,14999971.0198738,2.07343626354527,13.8993252336025,1084.39600521417,657.15751854792,261.9533168171
123,0.15375,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,262.145410853109,14999970.7698108,2.07726938297857,13.8736772487531,1084.64723915215,657.404159446758,262.434020257466
124,0.155,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,262.628857817707,14999970.5195321,2.0811003052032,13.8481383651267,1084.89802329956,657.650800354288,262.914495578756
125,0.15625,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,263.112028158916,14999970.2690377,2.08492903559109,13.8227078649662,1085.14835867584,657.897440983759,263.394741476952
126,0.1575,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,263.594922548289,14999970.0183276,2.08875557946375,13.7973850370564,1085.39824630031,658.144081058698,263.874756749793
127,0.15875,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,264.07754165121,14999969.7674016,2.09257994209385,13.7721691766406,1085.64768719149,658.390720312118,264.354540291399
128,0.16,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,264.559886127093,14999969.5162598,2.09640212870669,13.7470595853385,1085.89668236768,658.637358485781,264.834091087178
129,0.16125,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,265.041956629556,14999969.2649021,2.10022214448168,13.7220555710661,1086.14523284687,658.883995329518,265.313408209
130,0.1625,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,265.523753806596,14999969.0133284,2.1040399945537,13.6971564479573,1086.39333964652,659.130630600602,265.792490810617
131,0.16375,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,266.005278300755,14999968.7615388,2.10785568401438,13.6723615362866,1086.64100378394,659.377264063157,266.271338123332
132,0.165,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,266.486530749274,14999968.5095331,2.11166921791334,13.6476701623937,1086.88822627598,659.623895487621,266.749949451886
133,0.16625,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,266.967511784242,14999968.2573114,2.11548060125939,13.6230816586096,1087.13500813922,659.870524650245,267.228324170561
134,0.1675,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,267.448222032738,14999968.0048736,2.11928983902164,13.5985953631833,1087.38135039013,660.117151332631,267.70646171949
135,0.16875,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,267.928662116966,14999967.7522197,2.12309693613058,13.5742106202111,1087.62725404481,660.363775321296,268.184361601156
136,0.17,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,268.408832654386,14999967.4993496,2.12690189747906,13.549926779566,1087.87272011907,660.610396407283,268.662023377072
137,0.17125,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,268.888734257833,14999967.2462633,2.13070472792334,13.5257431968293,1088.11774962852,660.85701438579,269.139446664636
138,0.1725,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,269.368367535638,14999966.9929608,2.13450543228396,13.5016592332229,1088.36234358855,661.10362905583,269.616631134144
139,0.17375,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,269.847733091736,14999966.739442,2.13830401534663,13.4776742555429,1088.60650301424,661.350240219918,270.093576505962
140,0.175,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,270.326831525777,14999966.4857069,2.1421004818631,13.4537876360942,1088.85022892053,661.596847683782,270.570282547844
141,0.17625,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,270.805663433223,14999966.2317554,2.14589483655196,13.4299987526268,1089.09352232209,661.843451256091,271.04674907238
142,0.1775,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,271.284229405452,14999965.9775876,2.1496870840994,13.4063069882727,1089.33638423324,662.090050748214,271.522975934581
143,0.17875,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,271.762530029843,14999965.7232034,2.15347722915994,13.3827117314835,1089.5788156682,662.336645973984,271.998963029582
144,0.18,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,272.240565889872,14999965.4686028,2.15726527635718,13.35921237597,1089.82081764082,662.583236749493,272.474710290467
145,0.18125,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,272.718337565193,14999965.2137858,2.16105123028441,13.3358083206424,1090.06239116489,662.829822892893,272.95021768619
146,0.1825,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,273.195845631718,14999964.9587522,2.1648350955053,13.3124989695506,1090.30353725359,663.076404224219,273.425485219613
147,0.18375,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,273.6730906617,14999964.7035021,2.16861687655451,13.289283731827,1090.54425692017,663.322980565221,273.900512925632
148,0.185,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,274.150073223804,14999964.4480355,2.17239657793825,13.266162021629,1090.78455117738,663.569551739215,274.375300869391
149,0.18625,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,274.626793883175,14999964.1923524,2.17617420413488,13.2431332580831,1091.02442103766,663.816117570939,274.849849144588
150,0.1875,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,275.103253201514,14999963.9364526,2.17994975959543,13.2201968652295,1091.26386751335,664.062677886423,275.324157871851
151,0.18875,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,275.579451737136,14999963.6803363,2.18372324874411,13.1973522719675,1091.50289161625,664.309232512874,275.798227197201
152,0.19,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,276.055390045036,14999963.4240033,2.18749467597883,13.1745989120022,1091.74149435788,664.555781278559,276.272057290567
153,0.19125,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,276.531068676947,14999963.1674536,2.19126404567165,13.1519362237916,1091.97967674943,664.80232401271,276.745648344378
154,0.1925,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,277.0064881814,14999962.9106873,2.19503136216925,13.1293636504949,1092.21743980162,665.048860545429,277.219000572206
155,0.19375,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,277.481649103775,14999962.6537042,2.19879662979335,13.1068806399207,1092.45478452505,665.295390707601,277.692114207469
156,0.195,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,277.956551986356,14999962.3965045,2.20255985284113,13.0844866444771,1092.69171192953,665.541914330814,278.164989502179
157,0.19625,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,278.431197368383,14999962.1390879,2.20632103558564,13.062181121122,1092.9282230248,665.788431247293,278.637626725737
158,0.1975,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,278.905585786094,14999961.8814546,2.21008018227618,13.039963531314,1093.16431882,666.034941289824,279.110026163766
159,0.19875,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,279.379717772777,14999961.6236045,2.21383729713862,13.0178333409642,1093.40000032371,666.2814442917,279.582188116985
160,0.2,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,279.853593858813,14999961.3655376,2.21759238437584,12.9957900203886,1093.63526854434,666.527940086659,280.054112900108
161,0.20125,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,280.327214571714,14999961.1072538,2.22134544816796,12.9738330442615,1093.87012448952,666.774428508839,280.525800840776
162,0.2025,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,280.800580436169,14999960.8487532,2.22509649267273,12.9519618915691,1094.1045691664,667.020909392721,280.997252278507
163,0.20375,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,281.273691974078,14999960.5900357,2.22884552202582,12.9301760455642,1094.33860358185,667.267382573092,281.468467563669
164,0.205,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,281.746549704589,14999960.3311013,2.23259254034108,12.9084749937212,1094.57222874181,667.513847885,281.93944705646
165,0.20625,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,282.219154144135,14999960.0719501,2.23633755171084,12.8868582276919,1094.80544565204,667.760305163721,282.4101911259
166,0.2075,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,282.691505806464,14999959.8125818,2.24008056020616,12.8653252432622,1095.03825531744,668.006754244717,282.880700148829
167,0.20875,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,283.163605202674,14999959.5529967,2.24382156987711,12.8438755403085,1095.27065874234,668.253194963611,283.3509745089
168,0.21,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,283.635452841237,14999959.2931945,2.24756058475294,12.8225086227561,1095.50265693041,668.49962715615,283.821014595566
169,0.21125,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,284.107049228033,14999959.0331754,2.25129760884235,12.8012239985368,1095.73425088499,668.746050658186,284.290820803057
170,0.2125,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,284.57839486637,14999958.7729393,2.25503264613369,12.7800211795482,1095.96544160822,668.992465305638,284.760393529336
171,0.21375,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,285.049490257011,14999958.5124862,2.25876570059512,12.7588996816129,1096.19623010193,669.238870934478,285.229733175029
172,0.215,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,285.520335898199,14999958.2518161,2.26249677617483,12.7378590244383,1096.42661736713,669.485267380702,285.698840142334
173,0.21625,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,285.99093228567,14999957.9909289,2.26622587680117,12.7168987315776,1096.65660440391,669.73165448031,286.167714833875
174,0.2175,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,286.461279912681,14999957.7298247,2.26995300638281,12.6960183303905,1096.88619221195,669.978032069286,286.636357651528
175,0.21875,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,286.931379270018,14999957.4685034,2.27367816880887,12.6752173520051,1097.11538178976,670.224399983574,287.104768995176
176,0.22,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,287.401230846018,14999957.206965,2.27740136794903,12.6544953312798,1097.34417413528,670.470758059064,287.57294926141
177,0.22125,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,287.870835126574,14999956.9452095,2.28112260765366,12.6338518067666,1097.5725702456,670.717106131569,288.040898842157
178,0.2225,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,288.340192595154,14999956.683237,2.28484189175383,12.6132863206739,1097.80057111687,670.963444036811,288.508618123211
179,0.22375,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,288.809303732799,14999956.4210472,2.28855922406148,12.5927984188305,1098.0281777442,671.209771610398,288.976107482679
180,0.225,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,289.278169018137,14999956.1586404,2.29227460836934,12.57238765065,1098.25539112214,671.456088687812,289.443367289304
181,0.22625,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,289.746788927382,14999955.8960164,2.29598804845106,12.5520535690957,1098.48221224409,671.702395104388,289.910397900664
182,0.2275,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,290.215163934332,14999955.6331753,2.29969954806113,12.5317957306461,1098.70864210244,671.948690695298,290.377199661224
183,0.22875,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,290.683294510371,14999955.370117,2.30340911093491,12.5116136952606,1098.93468168869,672.194975295531,290.843772900214
184,0.23,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,291.151181124456,14999955.1068415,2.30711674078855,12.4915070263462,1099.16033199314,672.441248739881,291.310117929324
185,0.23125,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,291.618824243114,14999954.8433489,2.31082244131891,12.4714752907248,1099.38559400527,672.687510862923,291.776235040165
186,0.2325,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,292.086224330423,14999954.579639,2.31452621620346,12.4515180586003,1099.61046871319,672.933761499,292.242124501487
187,0.23375,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,292.553381847994,14999954.315712,2.31822806910012,12.4316349035271,1099.83495710418,673.1800004822,292.707786556095
188,0.235,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,293.020297254952,14999954.0515677,2.32192800364712,12.4118254023785,1100.05906016395,673.426227646342,293.173221417427
189,0.23625,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,293.486971007901,14999953.7872062,2.32562602346271,12.3920891353163,1100.28277887756,673.672442824952,293.638429265731
190,0.2375,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,293.953403560899,14999953.5226275,2.32932213214495,12.3724256857608,1100.50611422815,673.91864585125,294.103410243774
191,0.23875,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,294.419595365407,14999953.2578315,2.33301633327134,12.3528346403606,1100.72906719829,674.164836558121,294.568164451991
192,0.24,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,294.885546870252,14999952.9928183,2.33670863039849,12.3333155889644,1100.95163876844,674.411014778105,295.032691942968
193,0.24125,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,295.351258521561,14999952.7275879,2.34039902706163,12.3138681245924,1101.17382991835,674.657180343366,295.496992715105
194,0.2425,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,295.8167307627,14999952.4621402,2.34408752677412,12.294491843409,1101.39564162591,674.903333085681,295.96106670528
